,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date
95,11/17/2021,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $185.00 <br> <em>Expires:</em> 01/20/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
96,11/17/2021,Joint,PYPL,"PayPal Holdings, Inc. - Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $185.00 <br> <em>Expires:</em> 01/20/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
97,11/12/2021,Joint,ADBE,"Adobe Inc. - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $400.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
98,11/08/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $22.00 <br> <em>Expires:</em> 01/20/2023 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
99,11/08/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $27.00 <br> <em>Expires:</em> 01/20/2023 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
100,11/08/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $27.00 <br> <em>Expires:</em> 01/20/2023 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
101,11/08/2021,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
102,11/05/2021,Joint,F,"Ford Motor Company Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 09/16/2022 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
103,11/05/2021,Joint,F,"Ford Motor Company Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $17.00 <br> <em>Expires:</em> 09/16/2022 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
104,11/04/2021,Joint,SSYS,"Stratasys, Ltd. - Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 03/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
105,11/02/2021,Joint,SCCO,"Southern Copper Corporation Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
106,11/02/2021,Joint,SCCO,"Southern Copper Corporation Common Stock <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
107,11/02/2021,Joint,SCCO,"Southern Copper Corporation Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $65.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
108,11/02/2021,Joint,SCCO,Southern Copper Corporation Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
109,11/30/2021,Self,--,Jul 22 CBT Corn,Commodities/Futures Contract,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
110,11/02/2021,Self,--,May 22 CBT Corn,Commodities/Futures Contract,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
111,11/30/2021,Self,--,Mar 22 CBT Corn,Commodities/Futures Contract,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/149541b8-9421-4598-9709-0dc7caea0595/,12/10/2021
112,11/01/2021,Spouse,DELL,"Dell Technologies Inc. Class C Common Stock (Exchanged) <br> Vmware, Inc. Common stock, Class A (Received)",Stock,Exchange,"$1,001 - $15,000",--,Jacklyn S Rosen,https://efdsearch.senate.gov/search/view/ptr/50849906-5dd4-4cc2-8d1f-9252ea0000bf/,12/09/2021
113,11/29/2021,Self,CAG,"ConAgra Brands, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/6799f5d8-9bc8-427f-a33b-24a59bffe182/,12/07/2021
114,11/29/2021,Self,OFC,Corporate Office Properties Trust Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/6799f5d8-9bc8-427f-a33b-24a59bffe182/,12/07/2021
115,11/09/2021,Self,--,VZ,Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/6799f5d8-9bc8-427f-a33b-24a59bffe182/,12/07/2021
116,11/09/2021,Child,--,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$1,001 - $15,000",Gorfam Inc. sold stock to benefit another shareholder. Child received only funds to cover taxes.,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/36b58614-d07b-408b-8ff9-b5846cbe801d/,11/29/2021
117,11/09/2021,Child,--,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$1,001 - $15,000",Gorfam Inc. sold stock to benefit another shareholder. Child received only funds to covertaxes.,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/36b58614-d07b-408b-8ff9-b5846cbe801d/,11/29/2021
118,11/09/2021,Child,--,"W.L. Gore &amp; Associates, Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates, Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$1,001 - $15,000",Gorfam Inc. sold stock to benefit anothershareholder. Child received only funds to covertaxes.,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/36b58614-d07b-408b-8ff9-b5846cbe801d/,11/29/2021
119,11/24/2021,Spouse,--,PM,Stock,Sale (Full),"$15,001 - $50,000",--,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/ffed6c7a-6f2d-43ef-bb8c-433704146f24/,11/25/2021
120,11/08/2021,Self,DDOG,"Datadog, Inc. - Class A Common Stock",Stock,Sale (Partial),"$1,000,001 - $5,000,000","Asset held in Roundstone Ventures, LLC","William F Hagerty, Iv",https://efdsearch.senate.gov/search/view/ptr/7c9634ee-7352-469f-b311-c3ee8b38ec8c/,11/23/2021
121,10/28/2021,Self,CVX,Chevron Corporation Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,John W Hickenlooper,https://efdsearch.senate.gov/search/view/ptr/3b5e5f56-1328-473b-85bb-cf831243c8da/,11/19/2021
122,10/25/2021,Spouse,--,"Dallas Fort Worth Texas Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/01/2022</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/16198565-5608-4bb4-837b-4b8a02e9a050/,11/19/2021
123,10/25/2021,Spouse,--,"Dallas Fort Worth Texas Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/01/2022</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/16198565-5608-4bb4-837b-4b8a02e9a050/,11/19/2021
124,10/25/2021,Spouse,--,"Dallas Fort Worth Texas Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/01/2022</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/16198565-5608-4bb4-837b-4b8a02e9a050/,11/19/2021
125,10/19/2021,Self,--,"Dyson Capital Series Fund, LLC <div class=""text-muted""> <em>Company:</em> Dyson Capital Series Fund, LLC &nbsp;(Alexandria, VA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Holding Company - Private Equity</div>",Other Securities,Purchase,"$250,001 - $500,000",--,Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/1abf71df-3cf3-47b5-9f8f-16ca358a157e/,11/17/2021
126,10/14/2021,Self,ROAD,"Construction Partners, Inc. - Common Stock",Stock,Sale (Full),"$50,001 - $100,000","Shares received from SunTx Fulcrum Fund, L.P. - Construction Partners, Inc. (dba SunTx CPI Growth Company, Inc.)",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/1abf71df-3cf3-47b5-9f8f-16ca358a157e/,11/17/2021
127,10/05/2021,Self,--,"NationsBuilders Insurance Services, Inc. <div class=""text-muted""> <em>Company:</em> NationsBuilders Insurance Services, Inc. &nbsp;(Atlanta, GA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Insurance</div>",Other Securities,Sale (Full),"$1,000,001 - $5,000,000","Underlying asset of Alexandria NBIS Investors, LLC  - SunTX NBIS Holdings, L.P.",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/1abf71df-3cf3-47b5-9f8f-16ca358a157e/,11/17/2021
128,10/15/2021,Joint,SPG,"Simon Property Group, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/26f2c5b8-4bed-4ba0-a4b0-94ddcddc8d95/,11/15/2021
129,10/26/2021,Joint,QCOM,"QUALCOMM Incorporated - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $130.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
130,10/26/2021,Joint,RMD,ResMed Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
131,10/26/2021,Joint,APAM,Artisan Partners Asset Management Inc. Class A Com,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
132,10/26/2021,Joint,AON,Aon plc Class A Ordinary Shares (Ireland),Stock,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
133,10/21/2021,Joint,X,"United States Steel Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $22.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
134,10/18/2021,Joint,CALX,"Calix, Inc Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 11/18/2022 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
135,10/18/2021,Joint,CALX,"Calix, Inc Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 11/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
136,10/18/2021,Joint,CALX,"Calix, Inc Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 11/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
137,10/18/2021,Joint,INTC,"Intel Corporation - Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $60.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
138,10/18/2021,Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
139,10/18/2021,Joint,AA,Alcoa Corporation Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
140,10/18/2021,Joint,X,"United States Steel Corporation Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
141,10/18/2021,Joint,X,United States Steel Corporation Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
142,10/15/2021,Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
143,10/15/2021,Joint,AA,Alcoa Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
144,10/12/2021,Self,--,Dec 21 CME Cattle,Commodities/Futures Contract,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
145,10/01/2021,Self,--,Oct 21 CME Cattle,Commodities/Futures Contract,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
146,10/18/2021,Self,GE,General Electric Company Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
147,10/18/2021,Self,UAA,"Under Armour, Inc. Class A Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
148,10/18/2021,Self,UA,"Under Armour, Inc. Class C Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
149,10/18/2021,Joint,BDX,"Becton, Dickinson and Company Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
150,10/18/2021,Joint,D,"Dominion Energy, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
151,10/18/2021,Joint,DOW,Dow Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
152,10/18/2021,Joint,GD,General Dynamics Corporation Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,11/10/2021
153,10/25/2021,Spouse,--,"BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 10%<br> <em>Matures:</em> 10/25/2024</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f724a40-8f11-4089-8bd9-6269ffb2445e/,11/02/2021
154,10/22/2021,Spouse,SNOW,Snowflake Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f724a40-8f11-4089-8bd9-6269ffb2445e/,11/02/2021
155,10/21/2021,Spouse,--,"BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 07/19/2024</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f724a40-8f11-4089-8bd9-6269ffb2445e/,11/02/2021
156,10/21/2021,Spouse,--,"BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 07/19/2024</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f724a40-8f11-4089-8bd9-6269ffb2445e/,11/02/2021
157,09/22/2021,Spouse,--,"Federal Farm Credit Banks Bond <div class=""text-muted""><em>Rate/Coupon:</em> 0.25%<br> <em>Matures:</em> 09/21/2023</div>",Corporate Bond,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021
158,09/22/2021,Spouse,--,"Federal Farm Credit Banks Bond <div class=""text-muted""><em>Rate/Coupon:</em> 0.25%<br> <em>Matures:</em> 09/21/2023</div>",Corporate Bond,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021
159,10/21/2021,Spouse,--,"Memphis Tenn Storm Water Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2039</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021
160,10/21/2021,Spouse,--,"Memphis Tenn Storm Water Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2039</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021
161,10/21/2021,Spouse,--,"Memphis Tenn Storm Water Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2039</div>",Municipal Security,Purchase,"$250,001 - $500,000",--,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021
162,09/30/2021,Joint,PG,Procter &amp; Gamble Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
163,09/30/2021,Joint,NFLX,"Netflix, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
164,09/30/2021,Joint,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
165,09/30/2021,Joint,KEYS,Keysight Technologies Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
166,09/30/2021,Joint,KLAC,KLA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
167,09/30/2021,Joint,JNJ,Johnson &amp; Johnson Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
168,09/30/2021,Joint,INTU,Intuit Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
169,09/30/2021,Joint,GNRC,Generac Holdlings Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas H Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,10/15/2021
